STA_SEQ,Station_Na,YLat,XLong,BCG,CountOfNom,HydroID,Strahler,StrMi,SqMi,Dam,Div,ICCnt,ICSum,POTW,IC_Avg,SD_Pct,Q99,DIV_CFS,POTW_CFS,DivQ99,POTWQ99,DamStrMi,ICMetric,DIVMetric,DAMMetric,STPMetric,SumMetric,HSI
18496,Mill River,41.30213,-73.27415,3,1,102002730,3,8.2,2.83459,0.0,0.0,8439.0,16664.0,0.0,1.97464154521,10.3651464452,0.10097497718000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16112,Hemlock Valley Brook,41.4283,-72.4226,2,4,106001029,3,8.74,2.867489,1.0,0.0,8549.0,3906.0,0.0,0.45689554334,4.84881599197,0.06984054043,0.0,0.0,0.0,0.0,0.11441647597000001,1.0,1.0,3.0,1.0,6.0,2.0
14804,Mill Brook,41.8804,-73.331,3,3,103005089,3,7.64,2.905818672,1.0,0.0,8859.0,3307.0,0.0,0.37329269669,0.0,0.0031503173,0.0,0.0,0.0,0.0,0.13089005236,1.0,1.0,3.0,1.0,6.0,2.0
15193,Honeypot Brook,41.5396,-72.8789,5,1,104000258,2,5.858256,2.923391,0.0,3.7,8410.0,144434.0,0.0,17.174078478,30.0909115476,0.17931688045000002,5.724746005,0.0,31.92530447,0.0,0.0,3.0,3.0,1.0,1.0,8.0,2.0
16734,Hempstead Brook,41.3722,-72.0456,4,2,108001990,3,6.951636,2.971357,1.0,0.0,8548.0,164352.0,0.0,19.226954,19.595615,0.147358,0.0,0.0,0.0,0.0,0.143851,3.0,1.0,3.0,1.0,8.0,2.0
19693,Pequabuck River,41.68184,-73.0163,5,1,105001061,3,9.05,3.0,4.0,0.0,8870.0,99730.0,0.0,11.2435174746,1.6666666666699999,0.04308420965,0.0,0.0,0.0,0.0,0.44198895028000007,3.0,1.0,3.0,1.0,8.0,2.0
14385,Pequabuck River,41.6789,-73.015,5,3,105001061,3,9.05,3.0,4.0,0.0,8870.0,99730.0,0.0,11.2435174746,1.6666666666699999,0.04308420965,0.0,0.0,0.0,0.0,0.44198895028000007,3.0,1.0,3.0,1.0,8.0,2.0
16373,East Mountain Brook,41.8772,-72.9778,2,1,105001580,3,7.47,3.0,0.0,0.0,8833.0,8601.0,0.0,0.9737348579200001,8.17217648,0.09596600888000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
15768,Mallory Brook,41.9113,-73.0263,3,1,105000523,3,4.35,3.03,0.0,0.0,8794.0,29016.0,0.0,3.2995224016400004,0.0,0.0033145112300000004,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0
16962,PHELPS BROOK,41.799811,-72.964813,4,1,105001323,3,7.95,3.133654,0.0,0.0,9278.0,7715.0,0.0,0.83153696917,42.8452754577,0.23310150699,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
15201,Spoonshop Brook,41.545673,-72.765549,5,1,104000181,2,7.395611,3.141138,2.0,0.81,9030.0,155633.0,0.0,17.2351052049,7.17981826968,0.09506873008,1.2532552065,0.0,13.182622775999999,0.0,0.27043066489,3.0,3.0,3.0,1.0,10.0,3.0
16325,Willow Brook,41.5425,-72.7707,5,2,104000259,1,3.299482,3.141173,1.0,0.32,9048.0,253048.0,0.0,27.967285588000003,28.3419919883,0.18984903763,0.495113168,0.0,2.60793088122,0.0,0.30307787707,3.0,3.0,3.0,1.0,10.0,3.0
14736,Sherman Brook,41.5753,-72.2847,3,1,108000341,3,7.651552,3.167122,0.0,0.0,9105.0,19207.0,0.0,2.1095002745700002,2.6237194842299996,0.05783168149,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0
17568,Sherman Brook,41.576275,-72.287584,3,2,108000341,3,7.651552,3.167122,0.0,0.0,9105.0,19207.0,0.0,2.1095002745700002,2.6237194842299996,0.05783168149,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0
14852,Pumpkin Ground Brook,41.2415,-73.1341,5,1,103018853,3,8.703007954,3.2181714836,2.0,0.0,9824.0,130113.0,0.0,13.2444014658,10.8754611864,0.12068325242000001,0.0,0.0,0.0,0.0,0.22980560406,3.0,1.0,3.0,1.0,8.0,2.0
17186,WEWAKA BROOK,41.4878,-73.3508,3,1,103014674,2,6.727208726000001,3.262210745,1.0,0.0,9616.0,10701.0,0.0,1.1128327787,0.0,0.0036253916999999997,0.0,0.0,0.0,0.0,0.14865006286,1.0,1.0,3.0,1.0,6.0,2.0
17565,Long Branch Brook,42.011959999999995,-71.871901,4,1,109001897,4,8.837547,3.312295,0.0,0.0,9536.0,75395.0,0.0,7.90635486577,9.93158028109,0.11939517502999998,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,2.0
18468,Joe Clark Brook,41.484687,-72.0413,3,1,108001010,3,8.413519,3.384836,0.0,0.0,9754.0,20681.0,0.0,2.12025835555,18.9663229978,0.16979767804,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0
16416,Delphi Brook,42.0211,-72.2517,2,1,107003685,3,10.912485,3.438004,0.0,0.0,9900.0,4039.0,0.0,0.40797979798,5.8219242398599995,0.09545388174000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
15051,Durkee Brook,41.8829,-71.9286,4,1,109002632,2,6.595931,3.449409,0.0,0.0,9928.0,13320.0,0.0,1.34165995165,8.02815187788,0.11267581249000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14880,Sages Ravine Brook,42.0495,-73.4301,3,1,103003192,2,7.14,3.5,0.0,0.0,10373.0,437.0,0.0,0.042128603099999995,1.34393467486,0.046614077239999996,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16337,Beaver Brook,41.3351,-73.0766,5,1,103018063,3,9.803544728,3.5020222047000003,4.0,96.9,10557.0,117907.0,0.0,11.168608506199998,2.28439442482,0.06093552676,149.926456185,0.0,2460.41126024,0.0,0.4080156832,3.0,3.0,3.0,1.0,10.0,3.0
14723,Fenger Brook,41.3219,-72.1054,5,1,108002405,3,9.042298,3.524911,0.0,0.0,10153.0,217127.0,0.0,21.385502,9.886618,0.128469,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,2.0
16333,Bullet Hill Brook,41.4826,-73.2205,3,1,103014760,3,9.6,3.5255281569999997,1.0,0.0,10429.0,71792.0,0.0,6.883881484319999,32.4768177354,0.23391843083,0.0,0.0,0.0,0.0,0.10416666667000002,3.0,1.0,3.0,1.0,8.0,2.0
14523,Burton Brook,41.9667,-73.4341,3,1,103003881,3,10.12,3.567666577,2.0,3.6,10538.0,8352.0,0.0,0.7925602581100001,0.0,0.0040415665100000005,5.57002314,0.0,1378.18420917,0.0,0.19762845850000002,1.0,3.0,3.0,1.0,8.0,2.0
15964,Thompson Brook,41.7681,-72.8497,4,3,105001258,2,6.77,3.61,0.0,2.9,10511.0,90538.0,0.0,8.613642850349999,43.80576656149999,0.27990380471,4.486963085,0.0,16.0303754701,0.0,0.0,3.0,3.0,1.0,1.0,8.0,2.0
15018,Farm River,41.4063,-72.771,4,2,104000560,2,7.208312,3.612503,1.0,112.33,10390.0,40632.0,0.0,3.9106833493699997,13.3956428548,0.15423626537000001,173.800194255,0.0,1126.84389651,0.0,0.13872873427000001,2.0,3.0,3.0,1.0,9.0,3.0
15007,Sawmill Brook,41.7398,-72.2017,2,1,107001013,3,11.654001,3.657981,0.0,0.0,10529.0,18770.0,0.0,1.78269541267,7.83602506398,0.11953291250999998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14362,Ridgefield Brook,41.3158,-73.4792,4,3,102002815,2,9.84,3.75,0.0,0.0,11056.0,117024.0,0.75,10.584659913200001,0.060261768,0.01061056357,0.0,1.1604214875,0.0,109.364736367,0.0,3.0,1.0,1.0,3.0,8.0,2.0
14968,Lily Brook,41.5742,-72.9878,4,1,103012823,3,9.989947106,3.7561970469999997,2.0,0.0,11337.0,122059.0,0.0,10.766428508399999,4.31697154359,0.09142011183,0.0,0.0,0.0,0.0,0.20020126020999998,3.0,1.0,3.0,1.0,8.0,2.0
16191,Hall Meadow Brook,41.9173,-73.1949,2,1,103004719,2,9.897915316,3.8030333,1.0,0.0,11526.0,4892.0,0.0,0.42443171959,1.28649014564,0.05043639351,0.0,0.0,0.0,0.0,0.10103137561,1.0,1.0,3.0,1.0,6.0,2.0
16428,Little River,41.309,-73.3658,5,1,102002783,3,10.91,3.82,1.0,0.0,11304.0,10307.0,0.0,0.9118011323399999,0.9805600468600001,0.0442271221,0.0,0.0,0.0,0.0,0.09165902841,1.0,1.0,2.0,1.0,5.0,1.0
16289,Staddle Brook,41.727,-72.3782,3,1,107000929,3,8.496744,3.874929,0.0,0.0,11137.0,5476.0,0.0,0.49169435216000007,1.0,0.045447606720000006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16502,BELDEN BROOK,42.0056,-72.8508,2,1,105000830,3,7.82,3.88,0.0,0.0,11374.0,4010.0,0.0,0.35255846668000007,14.0708207851,0.17242851809999998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16140,Bruce Brook,41.1899,-73.1551,5,2,102001391,1,4.8,3.93,0.0,0.0,11341.0,595330.0,0.0,52.4936072657,16.2849872774,0.18850779814,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,2.0
14551,Coginchaug River,41.4435,-72.6882,3,2,106001172,3,9.48,3.96,0.0,0.0,11595.0,11706.0,0.0,1.00957309185,11.670781995699999,0.16086441111,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
15413,Belcher Brook,41.605,-72.7577,4,3,106002513,2,4.92,4.0,3.0,0.0,11599.0,152488.0,0.0,13.146650573299999,45.5,0.32314792827,0.0,0.0,0.0,0.0,0.60975609756,3.0,1.0,3.0,1.0,8.0,2.0
18875,Walker Brook,41.598459000000005,-73.347537,3,1,103012123,3,9.71,4.011177676,0.0,0.0,11785.0,7863.0,0.0,0.66720407297,0.0,0.00465942594,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
15796,PENDLETON HILL BROOK,41.4748,-71.8342,2,5,110001178,2,6.688642,4.100687,0.0,0.0,11792.0,6994.0,0.0,0.593114,9.57858,0.151932,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14844,Lake Waramaug Brook,41.7243,-73.3345,3,1,103009207,3,11.087722789,4.323121138,0.0,0.0,13093.0,13220.0,0.0,1.00969983961,0.23131436018000004,0.02482964307,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
15003,Wappoquia Brook,41.8751,-71.9658,3,1,109002696,2,8.54319,4.330086,0.0,0.0,12464.0,16399.0,0.0,1.31570924262,1.0,0.052008032850000004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16758,HOWELL'S BROOK,42.0078,-73.0042,2,1,105002178,3,9.87,4.337909,2.0,0.0,12656.0,1844.0,0.0,0.14570164349,0.0,0.00512415406,0.0,0.0,0.0,0.0,0.20263424519,1.0,1.0,3.0,1.0,6.0,2.0
14842,Indian Meadow Brook,41.9305,-73.079,3,3,105000586,3,9.88,4.36,0.0,0.0,12770.0,11172.0,0.0,0.87486296006,2.2413627617,0.07875053587,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
15015,Seth Williams Brook,41.4399,-71.9741,5,2,108001341,3,11.339213,4.371559,0.0,0.43,12588.0,35290.0,0.0,2.803464,13.615284,0.196022,0.665308,0.0,3.394041,0.0,0.0,2.0,3.0,1.0,1.0,7.0,2.0
14201,Five Mile River,41.1418,-73.4833,5,2,102001005,3,13.66,4.387295,1.0,3.49,13160.0,135527.0,0.0,10.2984042553,1.17956610531,0.05742720702,5.3998279885,0.0,94.0290895029,0.0,0.07320644217,3.0,3.0,2.0,1.0,9.0,3.0
15510,Cobble Brook,41.7454,-73.4542,3,1,103008532,3,9.569675106,4.405777375,0.0,0.25,13058.0,6779.0,0.0,0.51914535151,15.2082137602,0.20922836891,0.3868071625,0.0,1.8487319120099996,0.0,0.0,1.0,3.0,1.0,1.0,6.0,2.0
16307,Long Hill Brook,41.5408,-72.653,5,3,106002177,3,8.5,4.44,2.0,0.0,12930.0,167962.0,0.0,12.9901005414,6.081081081080001,0.13310022511,0.0,0.0,0.0,0.0,0.23529411765,3.0,1.0,3.0,1.0,8.0,2.0
17211,Wyassup Brook,41.4506,-71.8444,5,1,110001296,2,7.667907,4.486532,1.0,0.0,12910.0,5861.0,0.0,0.453989,5.04911,0.122742,0.0,0.0,0.0,0.0,0.130414,1.0,1.0,3.0,1.0,6.0,2.0
17405,Roaring Brook,41.9818,-72.2215,5,1,107003470,3,10.93502,4.549091,2.0,14.8,13100.0,2088.0,0.0,0.15938931298,1.0,0.05521871382,22.8956,0.0,414.63479343800003,0.0,0.18289861380999997,1.0,3.0,3.0,1.0,8.0,2.0
17455,West Branch Pequonnock River,41.301,-73.2489,5,1,102002738,4,14.39,4.635952,0.0,113.29,13829.0,97876.0,0.0,7.077590570539999,21.1946464892,0.26307489228000003,175.285533759,0.0,666.2951840119999,0.0,0.0,3.0,3.0,1.0,1.0,8.0,2.0
17556,Bolton Pond Brook,41.796962,-72.42478,2,1,107001479,2,6.035945,4.636684,2.0,0.0,13345.0,30083.0,0.0,2.25425252904,7.91082394553,0.16016838789,0.0,0.0,0.0,0.0,0.33134828101,2.0,1.0,3.0,1.0,7.0,2.0
15333,Webster Brook,41.6405,-72.7421,5,2,106002739,2,6.89,4.69,0.0,0.0,13600.0,488463.0,0.0,35.9163970588,29.21108742,0.31359370569,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,2.0
15776,East Branch Mount Hope,41.881,-72.16,3,1,107002553,3,14.808625,4.735976,1.0,0.0,13644.0,1690.0,0.0,0.12386396950999999,1.0,0.057984867,0.0,0.0,0.0,0.0,0.06752821413,1.0,1.0,2.0,1.0,5.0,1.0
17530,Haleys Brook,41.38712,-71.97681999999999,3,2,108001851,3,13.462952,4.793919,0.0,0.0,13786.0,42704.0,0.0,3.097635,10.169902,0.189283,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0
14863,Rocky Brook,42.0134,-71.80199999999999,2,2,109001866,4,14.00714,4.839437,0.0,0.0,13923.0,4129.0,0.0,0.29655964949999997,1.0,0.059526372249999994,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14305,Muddy Brook,42.0147,-72.0017,3,4,109001865,4,13.321381,4.85313,0.0,0.0,13971.0,5620.0,0.0,0.40226182806999994,1.0,0.059730922060000004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16288,Branch Brook,41.9199,-72.1256,2,2,107002850,3,15.657109,4.891189,0.0,0.0,14062.0,1754.0,0.0,0.12473332385,2.23813609663,0.09048068984999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16106,Branch Brook,41.9108,-72.1245,2,2,107002850,3,15.657109,4.891189,0.0,0.0,14062.0,1754.0,0.0,0.12473332385,2.23813609663,0.09048068984999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14363,Norwalk River,41.3101,-73.4691,5,2,102002788,2,12.78,4.91,0.0,0.0,14462.0,137736.0,0.87,9.52399391509,3.6628582983699993,0.11650330157,0.0,1.3460889255000001,0.0,11.554083939000002,0.0,3.0,1.0,1.0,3.0,8.0,2.0
14800,Steele Brook,41.6105,-73.1153,3,4,103004492,3,11.646910576,4.9193594927,3.0,1.48,15006.0,111489.0,0.0,7.429628148739999,1.7999499648599997,0.08164335885,2.289898402,0.0,28.0475770984,0.0,0.25757903612,3.0,3.0,3.0,1.0,10.0,3.0
14997,East Branch Salmon Brook,42.0135,-72.8435,2,1,105002182,3,11.06,4.98,0.0,0.0,14535.0,8606.0,0.0,0.59208806329,16.1882294797,0.25054160702,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16385,Beaver Brook,41.931999999999995,-72.9754,2,1,105000580,4,11.48,4.981976,0.0,0.0,14792.0,7061.0,0.0,0.47735262304,0.0,0.006061991460000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14741,Titicus River,41.3287,-73.5218,3,1,101000729,3,8.411882014,5.0286673219999996,2.0,0.0,14459.0,60385.0,0.0,4.1762915831,6.83774127383,0.16424020601,0.0,0.0,0.0,0.0,0.23775892204,2.0,1.0,3.0,1.0,7.0,2.0
14740,Quaker Brook,41.512349,-73.52695,3,5,101000269,2,7.944643206,5.033703514,1.0,0.0,14479.0,2538.0,0.0,0.17528834864,0.9697035366500001,0.0614797125,0.0,0.0,0.0,0.0,0.12587097672,1.0,1.0,3.0,1.0,6.0,2.0
16028,Carse Brook,41.8552,-73.3755,3,2,103005564,3,10.637652434,5.169852803,1.0,0.0,15549.0,2424.0,0.0,0.15589426973,2.4168157961400003,0.10059436011,0.0,0.0,0.0,0.0,0.09400570344,1.0,1.0,2.0,1.0,5.0,1.0
14148,Bunnell Brook,41.7846,-72.9657,3,2,105001294,3,13.18,5.207005,0.0,0.0,15344.0,28565.0,0.0,1.8616397288799997,30.057277858000003,0.36120414141,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16370,Bunnell Brook,41.7807,-72.96300000000001,3,5,105001294,3,13.18,5.207005,0.0,0.0,15344.0,28565.0,0.0,1.8616397288799997,30.057277858000003,0.36120414141,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
19657,Bunnell Brook,41.786255,-72.96462199999999,4,1,105001294,3,13.18,5.207005,0.0,0.0,15344.0,28565.0,0.0,1.8616397288799997,30.057277858000003,0.36120414141,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
16139,Brown Brook,41.9267,-73.2799,2,8,103004094,3,14.796369187,5.253556332,2.0,0.0,16033.0,513.0,0.0,0.0319965072,2.6685484970599997,0.10782444534000002,0.0,0.0,0.0,0.0,0.13516829532,1.0,1.0,3.0,1.0,6.0,2.0
14202,Five Mile River,41.1365,-73.4793,5,2,102000898,3,14.6,5.257327,1.0,3.55,15747.0,195705.0,1.7,12.4280815393,4.47523350688,0.14002211826,5.4926617075,2.630288705,39.2271005154,18.7848086975,0.06849315068,3.0,3.0,2.0,3.0,11.0,3.0
16003,Nickelmine Brook,41.8199,-73.1461,4,1,103006456,4,17.204125302,5.2579300396,2.0,0.0,16032.0,11664.0,0.0,0.7275449101800001,0.0,0.00647204089,0.0,0.0,0.0,0.0,0.11625118772,1.0,1.0,3.0,1.0,6.0,2.0
15035,Spruce Brook,41.7472,-73.115,2,1,103008473,4,15.412454449,5.309351764,0.0,0.0,16160.0,9537.0,0.0,0.59016089109,1.4162995661700002,0.07937974876000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14888,Ekonk Brook,41.7109,-71.8778,2,3,109003452,2,6.906446,5.328412,0.0,0.0,15327.0,21179.0,0.0,1.3818098779899999,4.61548714655,0.14455355077999998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14399,Pocotopaug Creek,41.573,-72.5015,5,1,106002345,3,14.69,5.392517,2.0,0.0,15760.0,97812.0,0.0,6.20634517766,0.15565279442,0.02659852351,0.0,0.0,0.0,0.0,0.1361470388,3.0,1.0,3.0,1.0,8.0,2.0
14400,Pocotopaug Creek,41.565,-72.5069,5,2,106002345,3,14.69,5.392517,2.0,0.0,15760.0,97812.0,0.0,6.20634517766,0.15565279442,0.02659852351,0.0,0.0,0.0,0.0,0.1361470388,3.0,1.0,3.0,1.0,8.0,2.0
19019,Wachocastinook Creek,41.993089000000005,-73.438412,2,1,103003654,2,9.16,5.4,2.0,0.0,15819.0,1136.0,0.0,0.07181237752,1.11111111111,0.0717046486,0.0,0.0,0.0,0.0,0.21834061135000002,1.0,1.0,3.0,1.0,6.0,2.0
15044,Kent Falls Brook,41.7769,-73.4192,2,1,103007507,3,16.236956472,5.4727582429999995,1.0,0.0,16597.0,5031.0,0.0,0.30312707116,6.238805098080001,0.17379961468,0.0,0.0,0.0,0.0,0.061587896829999995,1.0,1.0,2.0,1.0,5.0,1.0
17321,East Spring Brook,41.6121,-73.1761,3,1,103012069,4,18.709704364,5.505582355,2.0,0.87,16834.0,33182.0,0.0,1.9711298562400001,0.82605459291,0.06322757852000001,1.3460889255000001,0.0,21.2895852887,0.0,0.10689639777999999,1.0,3.0,3.0,1.0,8.0,2.0
16128,Stonehouse Brook,41.7812,-72.1509,3,7,107001457,4,17.187185,5.507888,2.0,0.0,15863.0,4971.0,0.0,0.31337073694,11.6280705456,0.23967692151,0.0,0.0,0.0,0.0,0.11636576903,1.0,1.0,3.0,1.0,6.0,2.0
15856,Misery Brook,41.5699,-72.8733,5,1,104000122,3,9.770647,5.585441,0.0,3.32,16089.0,195166.0,0.0,12.130399651900001,16.1384392029,0.28754268621999995,5.136799118,0.0,17.8644749606,0.0,0.0,3.0,3.0,1.0,1.0,8.0,2.0
17174,WASH BROOK,41.825,-72.7386,5,1,106003475,3,14.48,5.592098,1.0,0.0,16348.0,185052.0,0.0,11.319549792,0.08197636701000001,0.02012590946,0.0,0.0,0.0,0.0,0.06906077347999999,3.0,1.0,2.0,1.0,7.0,2.0
18463,Fivemile River,41.12685,-73.47100999999999,5,1,102000816,3,16.21,5.705687,1.0,3.55,17089.0,211407.0,1.7,12.370940371,5.9774805835,0.17892279700999997,5.4926617075,2.630288705,30.698501248899998,14.7006907389,0.061690314620000006,3.0,3.0,2.0,3.0,11.0,3.0
14549,Belcher Brook,41.6165,-72.758,5,1,106002657,3,10.15,5.77,4.0,1.56,16770.0,198507.0,0.0,11.8370304114,43.500866551099996,0.4928956112100001,2.413676694,0.0,4.896932817180001,0.0,0.39408866994999997,3.0,3.0,3.0,1.0,10.0,3.0
16138,Wepawaug River,41.3297,-73.0296,4,1,104001314,3,13.742125,5.836116,0.0,0.0,16791.0,62972.0,0.0,3.7503424453600003,9.09774582959,0.22723017374,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0
16143,Little River,41.2931,-73.3678,3,7,102002649,3,15.54,5.88,1.0,0.0,17315.0,15162.0,0.0,0.87565694485,0.97716656105,0.07453292991,0.0,0.0,0.0,0.0,0.06435006435,1.0,1.0,2.0,1.0,5.0,1.0
16311,Reservoir Brook,41.6089,-72.5999,4,1,106002614,3,13.806599,5.9,1.0,6.19,17398.0,6979.0,0.0,0.40113806185,2.49654200576,0.12004139122000002,9.577345343500001,0.0,79.7836916602,0.0,0.07242913334,1.0,3.0,2.0,1.0,7.0,2.0
15313,Harris Brook,41.4733,-72.2851,4,1,106001496,4,17.96,5.990368,2.0,0.0,17706.0,15575.0,0.0,0.87964531797,8.56525287345,0.22752416595,0.0,0.0,0.0,0.0,0.11135857461,1.0,1.0,3.0,1.0,6.0,2.0
15319,Nod Brook,41.8158,-72.8294,4,4,105001337,3,10.53,6.02,1.0,0.84,17694.0,193250.0,0.0,10.9217813948,56.47840531560001,0.59187674656,1.2996720659999998,0.0,2.19584917561,0.0,0.09496676163,3.0,3.0,2.0,1.0,9.0,3.0
18509,"South Fork Hockanum River (""""Hop Brook"""")",41.762739,-72.516012,4,1,106003171,3,12.65,6.09,4.0,10.32,17669.0,265364.0,0.0,15.018620182200001,49.5213628438,0.56178596049,15.967399667999999,0.0,28.4225680081,0.0,0.3162055336,3.0,3.0,3.0,1.0,10.0,3.0
16133,Wharton Brook,41.4324,-72.8321,3,1,104000497,3,13.066339,6.105558,2.0,0.0,17564.0,343226.0,0.0,19.5414484172,6.3882449401,0.20087220764000002,0.0,0.0,0.0,0.0,0.15306506283,3.0,1.0,3.0,1.0,8.0,2.0
16846,MILL CREEK,41.4644,-72.5092,3,1,106001415,3,15.94,6.12284,0.0,0.0,18039.0,32566.0,0.0,1.8053107156700001,13.0861213623,0.28925255331,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
14724,Oxoboxo Brook,41.4673,-72.157,3,1,108001137,3,20.587589,6.132556,3.0,0.61,17645.0,40828.0,0.0,2.31385661661,23.479835546900002,0.38904037017,0.94367,0.0,2.42563515863,0.0,0.14571886004,2.0,3.0,3.0,1.0,9.0,3.0
14725,Seth Williams Brook,41.4257,-71.9573,5,1,108001481,3,15.009012,6.19574,0.0,0.43,17835.0,72269.0,0.24,4.052089,12.614631,0.288065,0.665308,0.371335,2.309575,1.289065,0.0,2.0,3.0,1.0,3.0,9.0,3.0
14473,Ten Mile River,41.5267,-72.9331,4,3,104000230,3,11.07659,6.273335,2.0,0.0,18044.0,95972.0,0.0,5.31877632454,13.586154732699999,0.30358732799000004,0.0,0.0,0.0,0.0,0.18056098492,3.0,1.0,3.0,1.0,8.0,2.0
18123,Northfield Brook,41.6737,-73.0853,3,1,103010642,3,15.368277552,6.318835172999999,3.0,0.0,19065.0,49092.0,0.0,2.57498033045,1.42431314532,0.09833870751,0.0,0.0,0.0,0.0,0.19520730218,2.0,1.0,3.0,1.0,7.0,2.0
14856,Pond Meadow Brook,41.3807,-72.5904,3,1,104000774,4,17.470889,6.343667,1.0,0.0,18242.0,13517.0,0.0,0.74098234843,5.26447873131,0.19088339682,0.0,0.0,0.0,0.0,0.05723807186000001,1.0,1.0,2.0,1.0,5.0,1.0
14290,Menunketesuck River,41.3565,-72.5405,3,2,104001140,4,20.231717,6.402353,1.0,0.0,18429.0,28620.0,0.0,1.5529871398299997,9.074538689139999,0.25394119362,0.0,0.0,0.0,0.0,0.049427342230000004,1.0,1.0,2.0,1.0,5.0,1.0
16296,fourmile river,41.3208,-72.2575,4,1,108002430,3,16.719655,6.418569,2.0,0.0,18457.0,36750.0,0.0,1.991114,14.919878,0.327217,0.0,0.0,0.0,0.0,0.11962,1.0,1.0,3.0,1.0,6.0,2.0
14712,Transylvania Brook,41.483999999999995,-73.2584,4,1,103015005,3,16.765925699,6.605931039,1.0,0.86,19746.0,44023.0,0.3,2.22946419528,4.71495995827,0.18967617616000002,1.330616639,0.464168595,7.015201729149999,2.4471633938900004,0.05964478299,2.0,3.0,2.0,3.0,10.0,3.0
14711,Transylvania Brook,41.484262,-73.258547,5,1,103015005,3,16.765925699,6.605931039,1.0,0.86,19746.0,44023.0,0.3,2.22946419528,4.71495995827,0.18967617616000002,1.330616639,0.464168595,7.015201729149999,2.4471633938900004,0.05964478299,2.0,3.0,2.0,3.0,10.0,3.0
14521,Factory Brook,41.9668,-73.4277,4,1,103003877,3,13.99,6.6658819529999995,2.0,4.14,19580.0,36030.0,0.67,1.84014300306,0.0,0.008632677850000001,6.405526611,1.0366431955,742.0092259889999,120.083618699,0.14295925660999997,1.0,3.0,3.0,3.0,10.0,3.0
16276,Latimer Brook,41.4375,-72.2253,4,1,108001365,4,18.487044,6.701364,4.0,46.1,19282.0,28155.0,0.0,1.46017,13.297877,0.325382,71.32724,0.0,219.21058,0.0,0.216368,1.0,3.0,3.0,1.0,8.0,2.0
16298,Stony Brook,41.4716,-72.1182,3,2,108001091,4,22.685535,6.721683,1.0,2.2,19356.0,55882.0,0.0,2.88706344286,8.45196242292,0.25992592264000003,3.4034,0.0,13.093730573,0.0,0.04408095291,2.0,3.0,2.0,1.0,8.0,2.0
